id,text,simplify,score
f3A9L7yGmEM_7-3-rgb_front,"It works on your putting, your chipping, your pitching, and even your driver.","It works on your chipping, your putting, and even your driver.",tensor([[0.9635]])
5g5x8cLjosU_7-3-rgb_front,"You've just well, you've just given a great birthday speech, I'm impressed.","You have done well, you have given a good birthday speech, I am impressed.",tensor([[0.8611]])
4K6kvm-NRYQ_22-8-rgb_front,So once you approve the work on your vehicle be sure to tell the mechanic to keep all the old parts.,So when you approve the work on your car make sure to tell the mechanic to keep the old parts.,tensor([[0.9755]])
1D4N5VhBMmg_15-5-rgb_front,"When you're applying color, you just follow the direction.","When you use color, you just follow the instructions.",tensor([[0.7461]])
14klV5a4_Rg_4-8-rgb_front,"You can use a regular needle tool, you're just going to have to do a lot more scratching.","You can use a regular needle, but you're going to have to scratch a lot more.",tensor([[0.9135]])
aCOz5Zi3K1s_4-3-rgb_front,You know just make sure your hair is neatly tucked in under your wig and play with it.,You just have to make sure your hair is well tucked in and play with it.,tensor([[0.7877]])
1olaFIqQ10A_10-8-rgb_front,"This is the unnecessary part that has, through evolution, come up and created this bony or horny kind of spot.",This unnecessary part has come up through evolution and has created this horny or bony type of spot.,tensor([[0.9656]])
BsqkSfnVDc0_4-8-rgb_front,So what she is going to do is the first thing she is going to do is she is going to neutralize this.,So what she's going to do is the first thing she's going to do is she's going to take this away.,tensor([[0.7884]])
Ch6nqZwWgbw_9-5-rgb_front,I'm focusing on his feelings in hypnosis.,I have been feeling his feelings in hypnosis.,tensor([[0.8311]])
ch8DtxId3Ng_9-5-rgb_front,You have about as much space up here as you have down here on this particular lamp.,You have about the same amount of space up here as you have here on this lamp.,tensor([[0.9499]])
d7ZnbqAlscs_3-5-rgb_front,So what does alcohol do that actually makes you venerable to catching a cold?,So what does alcohol do that actually makes you immune to colds?,tensor([[0.9318]])
18PiUlfjLEQ_17-2-rgb_front,"So, this is actually what's going on when your baby is lightening or dropping.","So, this is what happens when your baby is dropping or lightening.",tensor([[0.9654]])
19f_ac2f2C8_14-8-rgb_front,"They come out, and they'll regrow, but that growth does finally end, and the perm will end.","They come out, and they will grow back, but that growth will end, and the perm will end.",tensor([[0.9774]])
1S1JzjPJGp0_4-5-rgb_front,The very first part here comes is the silhouette which is very essential.,The first part right here is the silhouette which is very important.,tensor([[0.9269]])
F9ULOg0Q9jk_6-9-rgb_front,"Then you're going to open out to the side, cross back, and repeat.","Then you will open up to the side, cross back, and do it again.",tensor([[0.9377]])
2i72vxkUJAs_8-5-rgb_front,"Again, we're using an example here of a large breed dog.","Again, we're talking about a large breed dog here.",tensor([[0.8948]])
-CmdMw3PKV8_6-8-rgb_front,"They look junky from a distance, but they're pretty darn cute.","They look bad from a distance, but they're pretty cute.",tensor([[0.8151]])
ecerzCFJ7xg_5-8-rgb_front,It takes a lot of practice and years of instruction abd just sticking with it.,It takes a lot of training and years of training and just sticking with it.,tensor([[0.8112]])
CylhtiqMiTc_1-8-rgb_front,"And once again, we're going to spread the band out flat and we're going to sit in the middle of it.","Once again, we're going to spread the band out on the ground and we're going to sit on it.",tensor([[0.8902]])
1PwvyT44-uE_0-8-rgb_front,"Hi, I'm Arthur Noxon, president of Acoustic Sciences.","My name is Arthur Noxon, Acoustic Sciences president.",tensor([[0.8608]])
2QE61mte5v4_2-8-rgb_front,"So, we're going to say for instance that this customer wants a parting.","So, for example, we will say this customer wants a parting.",tensor([[0.9143]])
bcGTWy6jndk_10-8-rgb_front,"But then you won't be able to work with the dough with a wire whisk, so you want a flat beater.","But then you can't work with the dough with a wire whisk, so you need to use a flat beater.",tensor([[0.9743]])
1wa2jHu3Jj4_6-8-rgb_front,"The only difference is in the viscosity of the ink which you can alter for your uses, for what you need.","The only difference is the viscosity. You can change the viscosity for your needs, for what you need.",tensor([[0.6817]])
eBrlZcccILg_28-3-rgb_front,"I just didn't know any of that stuff about flutes, and I thank you for being here today.",I didn't know anything about flutes. I would like to thank you for being here today.,tensor([[0.9625]])
c1lkiz9M8xo_7-9-rgb_front,"At the same time with your opposite leg, in this case your right leg, you want to step back, ok, step deep enough so you're shorter than they are.","At the same time with the other leg, in this case your right leg, you want to step back, step deep enough, so they are shorter than you are.",tensor([[0.9598]])
Bj2WVQTQR_Q_1-8-rgb_front,"Remember we put the pin down to engage the winch, we want to pull the cable.","When you put the pin down, you are engaging the winch to pull the cable.",tensor([[0.9114]])
0ox8b-TwKEs_10-5-rgb_front,"Maybe instead of taking it yourself, you can hand it to the person that's having the phobia or the problem.","Maybe instead of taking it yourself, you can give it to the person who has the problem or phobia.",tensor([[0.9754]])
fClqAXwjimE_6-5-rgb_front,You could go to a local library and look up some information.,You can go to your local library and get some information.,tensor([[0.9607]])
1cp9sjT_1Tc_11-8-rgb_front,"I feel my back arching; I force it back down, come back up.","I feel my back arching up. I bring it back down, up.",tensor([[0.9079]])
1h3mvQDZnBw_8-8-rgb_front,"But, remember that we have another mat to put underneath it and this is the top mat.","But remember, we have another mat below it, and this is the top mat.",tensor([[0.9397]])
aibMW4Xt7wA_11-4-rgb_front,Widening her shoulder blades away from each other.,Widening the shoulder blades together.,tensor([[0.6926]])
-916rCqIrfY_0-5-rgb_front,"Admittedly, my kicks aren't the most fancy or flashy in the world.","Of course, my shoes are not the most fancy in the world.",tensor([[0.5742]])
0JH35Eyysww_0-5-rgb_front,"Alright, drink we're about to make is called Ponderosa.",The drink we're going to make is called Ponderosa.,tensor([[0.9550]])
dJ3lnqaocV4_8-8-rgb_front,"Typically, in those areas, if the cut is taken too short, the hair is going to stick straight out.","In those cases, if the cut is taken too short, the hair is going to stick straight out.",tensor([[0.8981]])
EeVXp0hN3qY_1-5-rgb_front,I'm here to talk about treating a tongue piercing infection.,I will be talking about tongue piercing infection.,tensor([[0.7618]])
1EjirYBswwU_9-5-rgb_front,"And you can do that on the, on the other side as well too.","And you can do that on the other side as well, too.",tensor([[0.9528]])
0Dgty_NNa48_13-5-rgb_front,And sometimes it takes a little while to find that major conflict.,Sometimes it takes some time to find that important conflict.,tensor([[0.9197]])
dEsle4TneCw_15-5-rgb_front,"When I close, I go back and face my partner.","When I close, I turn and face my family.",tensor([[0.7821]])
1k093vlWd9g_2-8-rgb_front,"Books, a good place, or you can go get books at a resell place, any place that has picture books, anything.","Books, a good place, or you can go get books at a resell place, anything that has picture books.",tensor([[0.9848]])
BsN-7BOFXX4_14-3-rgb_front,"Get a nice smooth beginning, that's your introduction, 2 or 3 points of the flight in a nice nice landing.","Get a nice smooth start, that's your start, 2 or 3 points of the flight in a good good landing.",tensor([[0.9247]])
DQudsojO17s_3-8-rgb_front,Lift the heel of your unweighted leg and press the toe into the floor.,Lift your left foot and press the bottom toe into the floor.,tensor([[0.8895]])
0CrEEBjBSTM_1-3-rgb_front,"Number one, start by going to your local bookstore or newsstand and picking up a whole bunch of magazines.","Number one, go to your local newsstand or bookstore and pick up a whole lot of magazines.",tensor([[0.9586]])
0C_NjyLtHwc_48-8-rgb_front,"And then again you put it right on top where the thread goes in on top, out the top.","But then again, you put it right on top. The thread goes out the top, in the top.",tensor([[0.9246]])
cVgkQk7bIP4_14-5-rgb_front,"He yells at the dog, ""Go to the kitchen!""","He tells the dog, Go to the kitchen!",tensor([[0.9452]])
CiSoUHVR7UM_11-8-rgb_front,So this is a really nice fun effect to your nurse costume to where you can kind of bring in more of the trapping of a nurse into your party.,So this is a really nice fun effect to your nurse costume to where you can kind of bring your party into the nurse's trap.,tensor([[0.9625]])
0-zewtxhuR8_7-5-rgb_front,Always remember to have water because our hand will need to be moist at the back of the Galvanic Spa unit.,Always remember to have water because our hand will need to be moist at the end of the treatment.,tensor([[0.6648]])
a-WMWISI12s_15-2-rgb_front,Sure I wanted to add 12 tomatoes but looking over my garden I had room for 6.,"I wanted to add 12 tomatoes, but when I look at my garden, I have 6.",tensor([[0.8869]])
E4dMO7t5pBI_11-8-rgb_front,"The infection is still there, it just has a way of relieving pressure.","The infection is still there, it just takes away the pressure.",tensor([[0.9514]])
15bYoBr7BWs_12-8-rgb_front,"If you've got a lot of heavy chalking or a lot of peeling, then you want a really, really strong, gas powered pressure washer.","If you have a lot of peeling or heavy chalking, then you need a really, really strong, gas pressure washer.",tensor([[0.9677]])
19fVNSOqyiY_6-8-rgb_front,"It's more important to keep that line straight, than it is to straighten the knees all the way.",It's more important to keep your line straight than it is to straighten your knees.,tensor([[0.9542]])
dtFZRmK3tro_2-8-rgb_front,A chain guard keeps your pants from getting grease from the chain.,A chain guard prevents your pants from getting dirty.,tensor([[0.9555]])
0qVx3q_poVg_7-5-rgb_front,"What you're going to do then now is just slice your garlic one way, very thin slices.",What you're going to do now is you're going to cut your garlic in thin slices.,tensor([[0.9065]])
